scientific_name,canonical_name,name_verbatim,group,guid,genus,family,order,class,phylum,kingdom,vernacularName,matchType,nameType,source,souce_URL,recordCurator,recordCuratorID,recordRightsHolder,recordAccessRights,recordLicense,recordType,recordLanguage,recordCitation,recordCitationURL,recordInZotero,recordCreated,recordModified,recordDatasetName,recordDatasetID
"Cacatua galerita (Latham, 1790)",Cacatua (Cacatua) galerita,Cacatua galerita,Birds,https://biodiversity.org.au/afd/taxa/2c33a1fd-34f4-48ec-9ae6-38b51f2aa7ea,Cacatua,Cacatuidae,Psittaciformes,Aves,Chordata,Animalia,Sulphur-crested Cockatoo,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Dendrolagus lumholtzi Collett, 1884",Dendrolagus lumholtzi,Dendrolagus lumholtzi,Mammals,https://biodiversity.org.au/afd/taxa/b99a5735-4e26-4e12-ac9b-d435b3a5f85e,Dendrolagus,Macropodidae,Diprotodontia,Mammalia,Chordata,Animalia,Lumholtz's Tree-kangaroo,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Leipoa ocellata Gould, 1840",Leipoa ocellata,Leipoa ocellata,Birds,https://biodiversity.org.au/afd/taxa/c44c9098-c4fc-4f64-884c-e367389b194f,Leipoa,Megapodiidae,Galliformes,Aves,Chordata,Animalia,Malleefowl,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Anthochaera carunculata (Shaw, 1790)",Anthochaera (Anthochaera) carunculata,Anthochaera carunculata,Birds,https://biodiversity.org.au/afd/taxa/8204979f-5302-41ea-943f-01d3c420f7bb,Anthochaera,Meliphagidae,Passeriformes,Aves,Chordata,Animalia,Red Wattlebird,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Eucalyptus rossii R.T.Baker & H.G.Sm.,Eucalyptus rossii,Eucalyptus rossii,Flowering plants,https://id.biodiversity.org.au/node/apni/2900822,Eucalyptus,Myrtaceae,Myrtales,Equisetopsida,Charophyta,Plantae,Inland Scribbly Gum,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Osphranter rufus (Desmarest, 1822)",Osphranter rufus,Macropus rufus,Mammals,https://biodiversity.org.au/afd/taxa/7e6e134b-2bc7-43c4-b23a-6e3f420f57ad,Osphranter,Macropodidae,Diprotodontia,Mammalia,Chordata,Animalia,Red Kangaroo,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Banksia ericifolia L.fil.,Banksia ericifolia,Banksia ericifolia,Flowering plants,https://id.biodiversity.org.au/taxon/apni/51299883,Banksia,Proteaceae,Proteales,Equisetopsida,Charophyta,Plantae,Heath-leaved Banksia,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Cetorhinus maximus (Gunnerus, 1765)",Cetorhinus maximus,Cetorhinus maximus,Fish,https://biodiversity.org.au/afd/taxa/3a3f1aca-2e26-4258-9e98-ef941597ed6a,Cetorhinus,Cetorhinidae,Lamniformes,Chondrichthyes,Chordata,Animalia,Basking Shark,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Eretmochelys imbricata (Linnaeus, 1766)",Eretmochelys imbricata,Eretmochelys imbricata,Reptiles,https://biodiversity.org.au/afd/taxa/96133221-771a-40d0-8368-ad428a55aaaa,Eretmochelys,Cheloniidae,Testudines,Reptilia,Chordata,Animalia,Hawksbill Turtle,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Tachyglossus aculeatus (Shaw, 1792)",Tachyglossus aculeatus,Tachyglossus aculeatus,Mammals,https://biodiversity.org.au/afd/taxa/0d4c9c0c-51d3-44e0-a365-fe0f8b791c66,Tachyglossus,Tachyglossidae,Monotremata,Mammalia,Chordata,Animalia,Short-beaked Echidna,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Brachyurophis australis (Krefft, 1864)",Brachyurophis australis,Simoselaps australis,Reptiles,https://biodiversity.org.au/afd/taxa/db75c989-c802-437b-8f8a-4f4bfdcb9a4b,Brachyurophis,Elapidae,Squamata,Reptilia,Chordata,Animalia,Coral Snake,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Telopea speciosissima (Sm.) R.Br.,Telopea speciosissima,Telopea speciosissima,Flowering plants,https://id.biodiversity.org.au/taxon/apni/51293559,Telopea,Proteaceae,Proteales,Equisetopsida,Charophyta,Plantae,Waratah,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Malurus cyaneus (Ellis, 1782)",Malurus (Malurus) cyaneus,Malurus cyaneus,Birds,https://biodiversity.org.au/afd/taxa/ae56080e-4e73-457d-93a1-0be6a1d50f34,Malurus,Maluridae,Passeriformes,Aves,Chordata,Animalia,Superb Fairy-wren,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Carcharodon carcharias (Linnaeus, 1758)",Carcharodon carcharias,Carcharodon carcharias,Fish,https://biodiversity.org.au/afd/taxa/f308a791-3721-4010-87ec-a61868b6ab79,Carcharodon,Lamnidae,Lamniformes,Chondrichthyes,Chordata,Animalia,White Shark,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Xylocopa aruana Ritsema, 1876",Xylocopa (Koptortosoma) aruana,Xylocopa aruana,Invertebrates,https://biodiversity.org.au/afd/taxa/2dc3f754-e3ea-490a-a388-92ffd4ab5b1c,Xylocopa,Apidae,Hymenoptera,Insecta,Arthropoda,Animalia,Great Carpenter Bee,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Chelodina longicollis (Shaw, 1794)",Chelodina (Chelodina) longicollis,Chelodina longicollis,Reptiles,https://biodiversity.org.au/afd/taxa/68eba403-5689-4a10-8c58-e3e6e4151cb4,Chelodina,Chelidae,Testudines,Reptilia,Chordata,Animalia,Snake-necked Turtle,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Acacia pycnantha Benth.,Acacia pycnantha,Acacia pycnantha,Flowering plants,https://id.biodiversity.org.au/taxon/apni/51436646,Acacia,Fabaceae,Fabales,Equisetopsida,Charophyta,Plantae,Golden Wattle,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Toxotes chatareus (Hamilton, 1822)",Toxotes chatareus,Toxotes chatareus,Fish,https://biodiversity.org.au/afd/taxa/c1263f1b-952f-4504-9dbe-611661a5329b,Toxotes,Toxotidae,Perciformes,Actinopterygii,Chordata,Animalia,Sevenspot Archerfish,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Araucaria bidwillii Hook.,Araucaria bidwillii,Araucaria bidwillii,Conifers,https://id.biodiversity.org.au/node/apni/2905852,Araucaria,Araucariaceae,Pinales,Equisetopsida,Charophyta,Plantae,Bunya Pine,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Dryococelus australis (Montrouzier, 1855)",Dryococelus australis,Dryococelus australis,Invertebrates,https://biodiversity.org.au/afd/taxa/26189cec-225b-4e62-84c5-3090a13fa2f4,Dryococelus,Phasmatidae,Phasmida,Insecta,Arthropoda,Animalia,Lord Howe Island Stick-insect,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Rhipidura leucophrys (Latham, 1802)",Rhipidura (Sauloprocta) leucophrys,Rhipidura leucophrys,Birds,https://biodiversity.org.au/afd/taxa/1c4dce12-16f6-49ab-b578-0673551214fd,Rhipidura,Rhipiduridae,Passeriformes,Aves,Chordata,Animalia,Willie Wagtail,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Pseudechis australis (Gray, 1842)",Pseudechis australis,Pseudechis australis,Reptiles,https://biodiversity.org.au/afd/taxa/eb7e2eb7-7104-47bd-8804-0fb58839ba1a,Pseudechis,Elapidae,Squamata,Reptilia,Chordata,Animalia,Mulga Snake,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Heteronympha merope Fabricius, 1775",Heteronympha merope,Heteronympha merope,Invertebrates,https://biodiversity.org.au/afd/taxa/430b6cdf-cdf4-4f2f-9e05-20b5bdf3d34e,Heteronympha,Nymphalidae,Lepidoptera,Insecta,Arthropoda,Animalia,Common Brown Butterfly,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Chaetodon speculum Cuvier, 1831",Chaetodon speculum,Chaetodon speculum,Fish,https://biodiversity.org.au/afd/taxa/bb43f4de-3ebe-4349-8567-940bc40007b1,Chaetodon,Chaetodontidae,Perciformes,Actinopterygii,Chordata,Animalia,Ovalspot Butterflyfish,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Petrogale penicillata (Gray, 1827)",Petrogale penicillata,Petrogale penicillata,Mammals,https://biodiversity.org.au/afd/taxa/9605957e-396d-43b5-9025-997e1fee039a,Petrogale,Macropodidae,Diprotodontia,Mammalia,Chordata,Animalia,Brush-tailed Rock-wallaby,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Dendrelaphis punctulatus (Gray, 1826)",Dendrelaphis punctulatus,Dendrelaphis punctulatus,Reptiles,https://biodiversity.org.au/afd/taxa/de44766c-2d0b-4305-94d5-b0f654419dc9,Dendrelaphis,Colubridae,Squamata,Reptilia,Chordata,Animalia,Common Tree Snake,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Platycerium bifurcatum (Cav.) C.Chr.,Platycerium bifurcatum,Platycerium bifurcatum,Ferns,https://id.biodiversity.org.au/node/apni/2902475,Platycerium,Polypodiaceae,Polypodiales,Equisetopsida,Charophyta,Plantae,Elkhorn Fern,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Anigozanthos manglesii D.Don,Anigozanthos manglesii,Anigozanthos manglesii,Flowering plants,https://id.biodiversity.org.au/node/apni/2900921,Anigozanthos,Haemodoraceae,Commelinales,Equisetopsida,Charophyta,Plantae,Red And Green Kangaroo Paw,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Macropus giganteus Shaw, 1790",Macropus giganteus,Macropus giganteus,Mammals,https://biodiversity.org.au/afd/taxa/f2f43ef9-89fd-4f89-8b06-0842e86cfe06,Macropus,Macropodidae,Diprotodontia,Mammalia,Chordata,Animalia,Eastern Grey Kangaroo,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Diplodactylus conspicillatus Lucas & Frost, 1897",Diplodactylus conspicillatus,Diplodactylus conspicillatus,Reptiles,https://biodiversity.org.au/afd/taxa/bea5b33f-5ca6-4a4c-9873-5e865399a732,Diplodactylus,Diplodactylidae,Squamata,Reptilia,Chordata,Animalia,Fat-tailed Diplodactylus,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
